client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
16124,2,93,0,0,0,2022-08-14
16125,5,76,0,0,0,2022-08-25
16126,2,121,0,0,0,2022-08-02
16127,2,176,0,0,0,2022-08-10
16128,3,187,0,0,0,2022-08-21
16129,3,246,0,0,0,2022-08-13
16130,1,107,0,0,0,2022-08-13
16131,1,132,0,0,0,2022-08-03
16132,1,109,0,0,0,2022-08-12
16133,4,381,0,0,0,2022-08-20
16134,1,445,0,0,0,2022-08-20
16135,1,129,0,0,0,2022-08-25
16136,2,71,0,0,0,2022-08-09
16137,7,80,0,0,0,2022-08-01
16138,1,720,0,0,1,2022-08-21
16139,1,64,0,0,0,2022-08-09
16140,1,173,0,0,0,2022-08-28
16141,1,190,0,0,0,2022-08-23
16142,2,90,0,0,0,2022-08-04
16143,7,139,0,0,0,2022-08-28
16144,1,549,0,0,0,2022-08-15
16145,3,265,0,0,0,2022-08-25
16146,1,61,0,0,0,2022-08-01
16147,1,67,0,0,0,2022-08-15
16148,2,126,0,0,0,2022-08-27
16149,6,429,0,0,0,2022-08-29
16150,3,117,0,0,0,2022-08-25
16151,3,154,0,0,0,2022-08-23
16152,1,77,0,0,0,2022-08-03
16153,3,221,0,0,0,2022-08-06
16154,3,148,0,0,0,2022-08-07
16155,3,118,0,0,0,2022-08-17
16156,3,80,0,0,0,2022-08-22
16157,5,214,0,0,0,2022-08-25
16158,3,248,0,0,0,2022-08-08
16159,5,240,0,0,0,2022-08-31
16160,3,385,0,0,0,2022-08-16
16161,5,249,0,0,0,2022-08-12
16162,3,104,0,0,0,2022-08-10
16163,6,124,0,0,0,2022-08-20
16164,3,117,0,0,0,2022-08-04
16165,3,312,0,0,0,2022-08-18
16166,2,271,0,0,0,2022-08-08
16167,5,95,0,0,0,2022-08-08
16168,3,157,0,0,0,2022-08-15
16169,3,1144,0,0,0,2022-08-04
16170,5,67,0,0,0,2022-08-14
16171,4,108,0,0,0,2022-08-20
16172,3,345,0,0,0,2022-08-21
16173,5,101,0,0,0,2022-08-12
16174,4,304,0,0,0,2022-08-26
16175,2,38,0,0,0,2022-08-14
16176,3,663,0,0,1,2022-08-17
16177,3,95,0,0,0,2022-08-20
16178,3,268,0,0,0,2022-08-12
16179,5,133,0,0,0,2022-08-02
16180,3,339,0,0,0,2022-08-07
16181,5,106,0,0,0,2022-08-08
16182,2,209,0,0,0,2022-08-12
16183,3,94,0,0,0,2022-08-23
16184,9,862,0,0,0,2022-08-24
16185,3,236,0,0,0,2022-08-23
16186,3,444,0,0,1,2022-08-01
16187,3,239,0,0,0,2022-08-08
16188,5,418,0,0,1,2022-08-14
16189,3,277,0,0,0,2022-08-11
16190,5,231,0,0,0,2022-08-20
16191,2,481,0,0,0,2022-08-19
16192,3,157,0,0,0,2022-08-28
16193,4,277,0,0,0,2022-08-18
16194,3,101,0,0,0,2022-08-07
16195,4,154,0,0,0,2022-08-12
16196,2,295,0,0,0,2022-08-18
16197,1,247,0,0,0,2022-08-23
16198,1,164,0,0,0,2022-08-14
16199,1,270,0,0,0,2022-08-05
16200,3,1080,0,0,1,2022-08-14
16201,2,159,0,0,0,2022-08-24
16202,1,217,0,0,0,2022-08-15
16203,4,40,0,0,0,2022-08-10
16204,4,179,0,0,0,2022-08-04
16205,2,1504,0,0,0,2022-08-30
16206,5,85,0,0,0,2022-08-10
16207,6,320,0,0,0,2022-08-02
16208,5,48,0,0,0,2022-08-17
16209,3,342,0,0,0,2022-08-29
16210,6,566,0,0,0,2022-08-02
16211,1,356,0,0,0,2022-08-14
16212,1,159,0,0,0,2022-08-19
16213,1,479,0,0,1,2022-08-10
16214,7,236,0,0,0,2022-08-09
16215,6,226,0,0,0,2022-08-20
16216,3,91,0,0,0,2022-08-21
16217,1,154,0,0,0,2022-08-18
16218,1,101,0,0,0,2022-08-23
16219,1,509,0,0,0,2022-08-01
16220,5,161,0,0,0,2022-08-25
16221,1,204,0,0,0,2022-08-06
16222,6,64,0,0,0,2022-08-03
16223,1,506,0,0,1,2022-08-13
16224,5,80,0,0,0,2022-08-21
16225,3,219,0,0,0,2022-08-09
16226,1,96,0,0,0,2022-08-12
16227,1,246,0,0,0,2022-08-10
16228,1,92,0,0,0,2022-08-12
16229,1,150,0,0,0,2022-08-31
16230,1,359,0,0,0,2022-08-03
16231,1,72,0,0,0,2022-08-02
16232,1,138,0,0,0,2022-08-11
16233,1,614,0,0,0,2022-08-13
16234,1,327,0,0,0,2022-08-22
16235,1,439,0,0,0,2022-08-01
16236,1,144,0,0,0,2022-08-18
16237,1,56,0,0,0,2022-08-25
16238,1,106,0,0,0,2022-08-30
16239,1,112,0,0,0,2022-08-13
16240,1,75,0,0,0,2022-08-26
16241,1,348,0,0,0,2022-08-03
16242,1,132,0,0,0,2022-08-12
16243,1,191,0,0,0,2022-08-17
16244,1,428,0,0,0,2022-08-25
16245,1,82,0,0,0,2022-08-22
16246,1,172,0,0,0,2022-08-23
16247,1,127,0,0,0,2022-08-01
16248,1,768,0,0,1,2022-08-23
16249,1,185,0,0,0,2022-08-31
16250,6,336,0,0,0,2022-08-25
16251,1,1134,0,0,1,2022-08-17
16252,1,76,0,0,0,2022-08-24
16253,3,81,0,0,0,2022-08-24
16254,1,120,0,0,0,2022-08-24
16255,1,64,0,0,0,2022-08-28
16256,2,178,0,0,0,2022-08-20
16257,1,158,0,0,0,2022-08-27
16258,2,51,0,0,0,2022-08-25
16259,1,235,0,0,0,2022-08-17
16260,1,256,0,0,0,2022-08-31
16261,5,1282,0,0,1,2022-08-14
16262,1,364,0,0,0,2022-08-21
16263,2,168,0,0,0,2022-08-03
16264,1,138,0,0,0,2022-08-11
16265,1,68,0,0,0,2022-08-03
16266,4,96,0,0,0,2022-08-05
16267,1,234,0,0,0,2022-08-18
16268,1,237,0,0,0,2022-08-21
16269,1,181,0,0,0,2022-08-12
16270,1,106,0,0,0,2022-08-06
16271,2,110,0,0,0,2022-08-02
16272,1,122,0,0,0,2022-08-01
16273,1,52,0,0,0,2022-08-29
16274,1,126,0,0,0,2022-08-13
16275,2,815,0,0,1,2022-08-16
16276,5,95,0,0,0,2022-08-07
16277,1,73,0,0,0,2022-08-28
16278,1,116,0,0,0,2022-08-23
16279,1,365,0,0,0,2022-08-09
16280,1,63,0,0,0,2022-08-29
16281,1,250,0,0,0,2022-08-27
16282,1,213,0,0,0,2022-08-23
16283,1,126,0,0,0,2022-08-30
16284,1,63,0,0,0,2022-08-14
16285,1,68,0,0,0,2022-08-11
16286,1,74,0,0,0,2022-08-05
16287,2,77,0,0,0,2022-08-23
16288,2,29,0,0,0,2022-08-26
16289,1,147,0,0,0,2022-08-26
16290,1,867,0,0,0,2022-08-22
16291,1,124,0,0,0,2022-08-28
16292,1,117,0,0,0,2022-08-01
16293,1,971,0,0,1,2022-08-16
16294,1,139,0,0,0,2022-08-16
16295,1,105,0,0,0,2022-08-16
16296,1,196,0,0,0,2022-08-11
16297,1,105,0,0,0,2022-08-06
16298,2,193,0,0,0,2022-08-10
16299,1,227,0,0,0,2022-08-24
16300,4,232,0,0,0,2022-08-14
16301,1,95,0,0,0,2022-08-12
16302,1,80,0,0,0,2022-08-17
16303,2,101,0,0,0,2022-08-22
16304,2,138,0,0,0,2022-08-05
16305,2,148,0,0,0,2022-08-04
16306,2,396,0,0,1,2022-08-17
16307,1,121,0,0,0,2022-08-28
16308,2,174,0,0,0,2022-08-03
16309,2,603,0,0,0,2022-08-30
16310,2,69,0,0,0,2022-08-27
16311,2,87,0,0,0,2022-08-06
16312,1,106,0,0,0,2022-08-31
16313,3,100,0,0,0,2022-08-29
16314,1,138,0,0,0,2022-08-08
16315,1,155,0,0,0,2022-08-31
16316,1,123,0,0,0,2022-08-07
16317,1,338,0,0,0,2022-08-30
16318,1,507,0,0,1,2022-08-08
16319,1,104,0,0,0,2022-08-10
16320,2,85,0,0,0,2022-08-25
16321,1,177,0,0,0,2022-08-14
16322,1,207,0,0,0,2022-08-05
16323,1,150,0,0,0,2022-08-13
16324,1,105,0,0,0,2022-08-18
16325,2,126,0,0,0,2022-08-29
16326,1,130,0,0,0,2022-08-30
16327,1,603,0,0,0,2022-08-13
16328,1,66,0,0,0,2022-08-10
16329,5,240,0,0,0,2022-08-12
16330,1,109,0,0,0,2022-08-12
16331,3,439,0,0,1,2022-08-06
16332,3,217,0,0,0,2022-08-18
16333,1,107,0,0,0,2022-08-28
16334,1,252,0,0,0,2022-08-08
16335,1,73,0,0,0,2022-08-18
16336,1,61,0,0,0,2022-08-24
16337,1,73,0,0,0,2022-08-29
16338,2,80,0,0,0,2022-08-01
16339,2,197,0,0,0,2022-08-04
16340,1,171,0,0,0,2022-08-23
16341,2,436,0,0,0,2022-08-04
16342,1,119,0,0,0,2022-08-17
16343,2,129,0,0,0,2022-08-11
16344,1,152,0,0,0,2022-08-17
16345,1,131,0,0,0,2022-08-13
16346,2,150,0,0,0,2022-08-24
16347,1,128,0,0,0,2022-08-17
16348,1,56,0,0,0,2022-08-03
16349,1,64,0,0,0,2022-08-11
16350,1,108,0,0,0,2022-08-14
16351,1,84,0,0,0,2022-08-22
16352,3,157,0,0,0,2022-08-15
16353,3,312,0,0,0,2022-08-01
16354,2,231,0,0,0,2022-08-05
16355,1,121,0,0,0,2022-08-31
16356,1,370,0,0,0,2022-08-07
16357,2,201,0,0,0,2022-08-07
16358,2,234,0,0,0,2022-08-25
16359,5,191,0,0,0,2022-08-31
16360,2,433,0,0,0,2022-08-31
16361,2,1181,0,0,1,2022-08-20
16362,2,92,0,0,0,2022-08-13
16363,3,1133,0,0,1,2022-08-14
16364,2,76,0,0,0,2022-08-25
16365,2,91,0,0,0,2022-08-06
16366,2,536,0,0,0,2022-08-24
16367,2,398,0,0,0,2022-08-01
16368,6,104,0,0,0,2022-08-24
16369,2,297,0,0,0,2022-08-08
16370,2,193,0,0,0,2022-08-04
16371,3,127,0,0,0,2022-08-11
16372,2,72,0,0,0,2022-08-19
16373,1,137,0,0,0,2022-08-05
16374,2,58,0,0,0,2022-08-02
16375,2,926,0,0,1,2022-08-12
16376,2,117,0,0,0,2022-08-21
16377,1,121,0,0,0,2022-08-11
16378,2,226,0,0,0,2022-08-26
16379,2,355,0,0,0,2022-08-13
16380,1,587,0,0,1,2022-08-05
16381,2,111,0,0,0,2022-08-27
16382,4,139,0,0,0,2022-08-01
16383,2,83,0,0,0,2022-08-10
16384,2,97,0,0,0,2022-08-08
16385,3,632,0,0,0,2022-08-27
16386,1,186,0,0,0,2022-08-17
16387,2,112,0,0,0,2022-08-12
16388,2,225,0,0,0,2022-08-09
16389,1,253,0,0,0,2022-08-26
16390,1,112,0,0,0,2022-08-02
16391,1,284,0,0,0,2022-08-24
16392,1,306,0,0,0,2022-08-07
16393,1,696,0,0,1,2022-08-24
16394,2,66,0,0,0,2022-08-12
16395,2,114,0,0,0,2022-08-07
16396,2,105,0,0,0,2022-08-06
16397,2,578,0,0,0,2022-08-01
16398,2,116,0,0,0,2022-08-29
16399,2,464,0,0,0,2022-08-05
16400,4,134,0,0,0,2022-08-12
16401,1,158,0,0,0,2022-08-23
16402,4,645,0,0,1,2022-08-31
16403,3,246,0,0,0,2022-08-27
16404,3,473,0,0,1,2022-08-15
16405,8,304,0,0,0,2022-08-04
16406,2,559,0,0,1,2022-08-08
16407,12,264,0,0,0,2022-08-05
16408,5,100,0,0,0,2022-08-13
16409,4,1092,0,0,1,2022-08-29
16410,1,174,0,0,0,2022-08-14
16411,1,127,0,0,0,2022-08-17
16412,8,128,0,0,0,2022-08-10
16413,7,1344,0,0,1,2022-08-15
16414,1,127,0,0,0,2022-08-03
16415,4,218,0,0,0,2022-08-13
16416,1,178,0,0,0,2022-08-01
16417,3,1307,0,0,1,2022-08-13
16418,4,153,0,0,0,2022-08-05
16419,1,1344,0,0,1,2022-08-17
16420,5,168,0,0,0,2022-08-10
16421,3,213,0,0,0,2022-08-05
16422,1,978,0,0,1,2022-08-07
16423,5,781,0,0,0,2022-08-31
16424,3,588,0,0,0,2022-08-13
16425,2,75,0,0,0,2022-08-17
16426,8,145,0,0,0,2022-08-14
16427,4,42,0,0,0,2022-08-11
16428,4,50,0,0,0,2022-08-03
16429,3,432,0,0,1,2022-08-11
16430,3,454,0,0,0,2022-08-15
16431,1,1613,0,0,1,2022-08-03
16432,5,141,0,0,0,2022-08-11
16433,3,439,0,0,0,2022-08-24
16434,2,136,0,0,0,2022-08-19
16435,3,864,0,0,0,2022-08-10
16436,2,474,0,0,0,2022-08-11
16437,3,216,0,0,0,2022-08-30
16438,4,459,0,0,0,2022-08-22
16439,5,128,0,0,0,2022-08-07
16440,3,418,0,0,0,2022-08-12
16441,4,226,0,0,0,2022-08-04
16442,3,252,0,0,0,2022-08-26
16443,7,134,0,0,0,2022-08-08
16444,3,140,0,0,0,2022-08-06
16445,3,180,0,0,0,2022-08-26
16446,4,483,0,0,0,2022-08-08
16447,7,409,0,0,0,2022-08-29
16448,2,222,0,0,0,2022-08-15
16449,3,664,0,0,1,2022-08-13
16450,3,612,0,0,0,2022-08-17
16451,6,129,0,0,0,2022-08-03
16452,4,1735,0,0,1,2022-08-29
16453,3,243,0,0,0,2022-08-01
16454,8,178,0,0,0,2022-08-24
16455,3,124,0,0,0,2022-08-11
16456,4,284,0,0,0,2022-08-15
16457,4,129,0,0,0,2022-08-27
16458,5,228,0,0,0,2022-08-26
16459,10,940,0,0,1,2022-08-29
16460,2,460,0,0,0,2022-08-03
16461,4,796,0,0,1,2022-08-26
16462,5,136,0,0,0,2022-08-11
16463,3,58,0,0,0,2022-08-05
16464,6,465,0,0,0,2022-08-02
16465,3,112,0,0,0,2022-08-12
16466,6,204,0,0,0,2022-08-08
16467,3,711,0,0,0,2022-08-07
16468,3,121,0,0,0,2022-08-23
16469,2,83,0,0,0,2022-08-01
16470,4,321,0,0,0,2022-08-11
16471,2,1476,0,0,0,2022-08-10
16472,2,204,0,0,0,2022-08-25
16473,2,161,0,0,0,2022-08-15
16474,3,120,0,0,0,2022-08-04
16475,2,349,0,0,0,2022-05-29
16476,9,34,0,0,0,2022-05-22
16477,3,48,0,0,0,2022-05-14
16478,11,182,0,0,0,2022-05-04
16479,1,147,0,0,0,2022-05-01
16480,5,457,0,0,0,2022-05-11
16481,1,193,0,0,0,2022-05-10
16482,3,142,0,0,0,2022-05-16
16483,2,123,0,0,0,2022-05-16
16484,3,65,0,0,0,2022-05-21
16485,1,420,0,0,0,2022-05-29
16486,2,100,0,0,0,2022-05-29
16487,2,403,0,0,0,2022-05-25
16488,3,229,0,0,0,2022-05-20
16489,2,445,0,0,0,2022-05-16
16490,4,206,0,0,0,2022-05-24
16491,2,182,0,0,0,2022-05-29
16492,2,183,0,0,0,2022-05-09
16493,2,140,0,0,0,2022-05-28
16494,3,134,0,0,0,2022-05-15
16495,35,88,0,0,0,2022-05-23
16496,13,234,0,0,0,2022-05-03
16497,3,215,0,0,0,2022-05-17
16498,5,194,0,0,0,2022-05-31
16499,2,394,0,0,0,2022-05-28
16500,2,5,0,0,0,2022-05-28
16501,2,408,0,0,0,2022-05-03
16502,2,114,0,0,0,2022-05-20
16503,2,210,0,0,0,2022-05-14
16504,6,243,0,0,0,2022-05-07
16505,6,180,0,0,0,2022-05-18
16506,2,8,0,0,0,2022-05-20
16507,2,313,0,0,0,2022-05-10
16508,2,1622,0,0,1,2022-05-11
16509,2,324,0,0,0,2022-05-20
16510,3,205,0,0,0,2022-05-07
16511,2,194,0,0,0,2022-05-17
16512,5,165,0,0,0,2022-05-23
16513,7,86,0,0,0,2022-05-13
16514,2,160,0,0,0,2022-05-10
16515,6,492,0,0,0,2022-05-27
16516,3,187,0,0,0,2022-05-30
16517,4,197,0,0,0,2022-05-23
16518,5,95,0,0,0,2022-05-24
16519,3,159,0,0,0,2022-05-02
16520,6,967,0,0,1,2022-05-05
16521,3,260,0,0,0,2022-05-04
16522,2,109,0,0,0,2022-05-09
16523,5,579,0,0,1,2022-05-10
16524,42,124,0,0,0,2022-05-14
16525,5,158,0,0,0,2022-05-14
16526,10,162,0,0,0,2022-05-28
16527,2,211,0,0,0,2022-05-03
16528,5,173,0,0,0,2022-05-05
16529,7,73,0,0,0,2022-05-31
16530,3,220,0,0,0,2022-05-23
16531,2,110,0,0,0,2022-05-07
16532,22,99,0,0,0,2022-05-29
16533,7,112,0,0,0,2022-05-19
16534,4,168,0,0,0,2022-05-06
16535,3,283,0,0,0,2022-05-06
16536,7,235,0,0,0,2022-05-11
16537,8,138,0,0,0,2022-05-28
16538,6,374,0,0,0,2022-05-26
16539,4,353,0,0,0,2022-05-22
16540,2,147,0,0,0,2022-05-30
16541,10,332,0,0,0,2022-05-28
16542,9,179,0,0,0,2022-05-17
16543,9,396,0,0,0,2022-05-14
16544,9,492,0,0,0,2022-05-02
16545,2,360,0,0,0,2022-05-05
16546,2,175,0,0,0,2022-05-22
16547,9,97,0,0,0,2022-05-17
16548,3,84,0,0,0,2022-05-12
16549,7,57,0,0,0,2022-05-25
16550,11,105,0,0,0,2022-05-23
16551,3,886,0,0,0,2022-05-02
16552,8,182,0,0,0,2022-05-08
16553,4,467,0,0,0,2022-05-12
16554,11,21,0,0,0,2022-05-16
16555,4,470,0,0,0,2022-05-03
16556,3,85,0,0,0,2022-05-29
16557,7,120,0,0,0,2022-05-12
16558,2,298,0,0,0,2022-05-28
16559,2,249,0,0,0,2022-05-24
16560,5,87,0,0,0,2022-05-04
16561,2,622,0,0,0,2022-05-08
16562,4,195,0,0,0,2022-05-02
16563,2,179,0,0,0,2022-05-03
16564,10,58,0,0,0,2022-05-01
16565,3,1218,0,0,1,2022-05-26
16566,3,500,0,0,0,2022-05-02
16567,9,66,0,0,0,2022-05-01
16568,10,328,0,0,0,2022-05-12
16569,4,3078,0,0,0,2022-05-05
16570,7,21,0,0,0,2022-05-21
16571,1,150,0,0,0,2022-05-18
16572,5,148,0,0,0,2022-05-25
16573,1,102,0,0,0,2022-05-30
16574,1,91,0,0,0,2022-05-10
16575,1,201,0,0,0,2022-05-11
16576,1,70,0,0,0,2022-05-11
16577,15,19,0,0,0,2022-05-19
16578,9,82,0,0,0,2022-05-12
16579,1,59,0,0,0,2022-05-09
16580,1,182,0,0,0,2022-05-16
16581,4,365,0,0,0,2022-05-18
16582,1,257,0,0,0,2022-05-07
16583,1,280,0,0,0,2022-05-11
16584,10,16,0,0,0,2022-05-20
16585,1,249,0,0,0,2022-05-09
16586,1,140,0,0,0,2022-05-16
16587,1,184,0,0,0,2022-05-23
16588,12,20,0,0,0,2022-05-01
16589,1,686,0,0,0,2022-05-03
16590,2,107,0,0,0,2022-05-18
16591,1,224,0,0,0,2022-05-30
16592,1,172,0,0,0,2022-05-31
16593,1,19,0,0,0,2022-05-13
16594,4,125,0,0,0,2022-05-09
16595,1,280,0,0,0,2022-05-29
16596,1,216,0,0,0,2022-05-05
16597,1,109,0,0,0,2022-05-12
16598,1,81,0,0,0,2022-05-24
16599,2,409,0,0,0,2022-05-03
16600,1,146,0,0,0,2022-05-16
16601,1,83,0,0,0,2022-05-18
16602,1,226,0,0,0,2022-05-12
16603,1,191,0,0,0,2022-05-03
16604,1,171,0,0,0,2022-05-27
16605,12,13,0,0,0,2022-05-10
16606,1,133,0,0,0,2022-05-26
16607,1,656,0,0,0,2022-05-11
16608,1,1205,0,0,1,2022-05-18
16609,6,202,0,0,0,2022-05-05
16610,1,206,0,0,0,2022-05-26
16611,1,202,0,0,0,2022-05-11
16612,1,79,0,0,0,2022-05-31
16613,1,196,0,0,0,2022-05-03
16614,4,186,0,0,0,2022-05-05
16615,1,532,0,0,0,2022-05-12
16616,2,97,0,0,0,2022-05-17
16617,5,234,0,0,0,2022-05-13
16618,1,216,0,0,0,2022-05-15
16619,1,297,0,0,0,2022-05-01
16620,2,1882,0,0,1,2022-05-01
16621,1,243,0,0,0,2022-05-28
16622,1,98,0,0,0,2022-05-11
16623,1,81,0,0,0,2022-05-31
16624,1,1334,0,0,1,2022-05-01
16625,1,190,0,0,0,2022-05-10
16626,3,142,0,0,0,2022-05-20
16627,1,775,0,0,0,2022-05-28
16628,1,335,0,0,0,2022-05-20
16629,1,168,0,0,0,2022-05-24
16630,2,68,0,0,0,2022-05-03
16631,1,217,0,0,0,2022-05-24
16632,1,68,0,0,0,2022-05-25
16633,1,119,0,0,0,2022-05-05
16634,1,160,0,0,0,2022-05-06
16635,10,294,0,0,0,2022-05-26
16636,1,57,0,0,0,2022-05-10
16637,2,297,0,0,0,2022-05-11
16638,1,90,0,0,0,2022-05-06
16639,1,600,0,0,0,2022-05-20
16640,1,38,0,0,0,2022-05-06
16641,1,217,0,0,0,2022-05-09
16642,1,142,0,0,0,2022-05-09
16643,1,26,0,0,0,2022-05-31
16644,1,369,0,0,0,2022-05-20
16645,1,29,0,0,0,2022-05-08
16646,1,274,0,0,0,2022-05-15
16647,1,214,0,0,0,2022-05-21
16648,1,24,0,0,0,2022-05-05
16649,2,793,0,0,0,2022-05-12
16650,2,182,0,0,1,2022-05-09
16651,1,71,0,0,0,2022-05-12
16652,1,203,0,0,0,2022-05-22
16653,1,166,0,0,0,2022-05-31
16654,1,167,0,0,0,2022-05-03
16655,1,37,0,0,0,2022-05-02
16656,1,154,0,0,0,2022-05-18
16657,1,394,0,0,0,2022-05-28
16658,1,127,0,0,0,2022-05-06
16659,1,264,0,0,0,2022-05-09
16660,1,231,0,0,0,2022-05-11
16661,1,320,0,0,0,2022-05-10
16662,1,618,0,0,0,2022-05-23
16663,1,101,0,0,0,2022-05-20
16664,1,110,0,0,0,2022-05-10
16665,3,121,0,0,0,2022-05-28
16666,1,85,0,0,0,2022-05-07
16667,1,265,0,0,0,2022-05-27
16668,1,171,0,0,0,2022-05-01
16669,1,345,0,0,0,2022-05-26
16670,1,224,0,0,0,2022-05-28
16671,1,171,0,0,0,2022-05-15
16672,1,67,0,0,0,2022-05-04
16673,1,186,0,0,0,2022-05-29
16674,1,269,0,0,0,2022-05-19
16675,1,115,0,0,0,2022-05-01
16676,1,273,0,0,0,2022-05-27
16677,1,65,0,0,0,2022-05-06
16678,1,434,0,0,0,2022-05-29
16679,1,148,0,0,0,2022-05-27
16680,1,507,0,0,0,2022-05-04
16681,1,253,0,0,0,2022-05-05
16682,1,27,0,0,0,2022-05-21
16683,1,100,0,0,0,2022-05-09
16684,1,116,0,0,0,2022-05-28
16685,1,124,0,0,0,2022-05-17
16686,2,66,0,0,0,2022-05-18
16687,2,233,0,0,0,2022-05-03
16688,1,380,0,0,0,2022-05-18
16689,1,90,0,0,0,2022-05-27
16690,1,258,0,0,0,2022-05-31
16691,2,92,0,0,0,2022-05-27
16692,1,423,0,0,0,2022-05-15
16693,2,215,0,0,0,2022-05-27
16694,1,209,0,0,0,2022-05-11
16695,1,181,0,0,0,2022-05-05
16696,1,201,0,0,0,2022-05-05
16697,6,360,0,0,0,2022-05-17
16698,1,155,0,0,0,2022-05-05
16699,2,81,0,0,0,2022-05-22
16700,1,40,0,0,0,2022-05-28
16701,1,447,0,0,0,2022-05-04
16702,1,137,0,0,0,2022-05-26
16703,1,184,0,0,0,2022-05-26
16704,1,121,0,0,0,2022-05-10
16705,4,138,0,0,0,2022-05-11
16706,6,207,0,0,0,2022-05-12
16707,1,309,0,0,0,2022-05-11
16708,1,134,0,0,0,2022-05-11
16709,1,1777,0,0,1,2022-05-14
16710,1,284,0,0,0,2022-05-10
16711,2,70,0,0,0,2022-05-08
16712,1,774,0,0,0,2022-05-05
16713,1,62,0,0,0,2022-05-24
16714,2,247,0,0,0,2022-05-10
16715,3,318,0,0,0,2022-05-24
16716,2,277,0,0,0,2022-05-25
16717,3,126,0,0,0,2022-05-17
16718,1,411,0,0,0,2022-05-09
16719,1,85,0,0,0,2022-05-28
16720,1,378,0,0,0,2022-05-16
16721,1,83,0,0,0,2022-05-02
16722,3,71,0,0,0,2022-05-09
16723,2,102,0,0,0,2022-05-25
16724,2,869,0,0,0,2022-05-30
16725,2,208,0,0,0,2022-05-01
16726,4,199,0,0,0,2022-05-10
16727,1,47,0,0,0,2022-05-03
16728,1,253,0,0,0,2022-05-18
16729,1,244,0,0,0,2022-05-06
16730,1,311,0,0,0,2022-05-22
16731,1,177,0,0,0,2022-05-16
16732,2,217,0,0,0,2022-05-10
16733,1,189,0,0,0,2022-05-14
16734,1,152,0,0,0,2022-05-23
16735,1,151,0,0,0,2022-05-23
16736,1,24,0,0,0,2022-05-30
16737,1,212,0,0,0,2022-05-12
16738,1,184,0,0,0,2022-05-26
16739,2,473,0,0,0,2022-05-23
16740,1,485,0,0,0,2022-05-15
16741,1,140,0,0,0,2022-05-09
16742,1,172,0,0,0,2022-05-15
16743,2,77,0,0,0,2022-05-04
16744,1,396,0,0,0,2022-05-15
16745,2,274,0,0,0,2022-05-25
16746,2,88,0,0,0,2022-05-21
16747,2,129,0,0,0,2022-05-18
16748,2,346,0,0,0,2022-05-01
16749,2,474,0,0,0,2022-05-26
16750,2,268,0,0,0,2022-05-29
16751,2,222,0,0,0,2022-05-11
16752,2,139,0,0,0,2022-05-17
16753,2,1313,0,0,0,2022-05-30
16754,5,72,0,0,0,2022-05-28
16755,1,309,0,0,0,2022-05-23
16756,2,61,0,0,0,2022-05-12
16757,3,246,0,0,0,2022-05-22
16758,2,205,0,0,0,2022-05-17
16759,6,347,0,0,0,2022-05-27
16760,2,381,0,0,0,2022-05-28
16761,1,355,0,0,0,2022-05-01
16762,1,256,0,0,0,2022-05-16
16763,2,211,0,0,0,2022-05-17
16764,1,211,0,0,0,2022-05-04
16765,12,66,0,0,0,2022-05-08
16766,10,1452,0,0,0,2022-05-21
16767,2,487,0,0,0,2022-05-21
16768,2,610,0,0,0,2022-05-30
16769,1,120,0,0,0,2022-05-18
16770,2,464,0,0,0,2022-05-08
16771,7,547,0,0,0,2022-05-18
16772,2,152,0,0,0,2022-05-25
16773,1,522,0,0,0,2022-05-27
16774,9,227,0,0,0,2022-05-28
16775,2,129,0,0,0,2022-05-09
16776,2,1376,0,0,0,2022-05-02
16777,1,37,0,0,0,2022-05-18
16778,1,360,0,0,0,2022-05-14
16779,1,51,0,0,0,2022-05-13
16780,6,834,0,0,0,2022-05-22
16781,10,195,0,0,0,2022-05-31
16782,1,106,0,0,0,2022-05-04
16783,1,194,0,0,0,2022-05-16
16784,1,535,0,0,0,2022-05-30
16785,1,182,0,0,0,2022-05-16
16786,1,296,0,0,0,2022-05-10
16787,1,201,0,0,0,2022-05-08
16788,1,281,0,0,0,2022-05-15
16789,1,150,0,0,0,2022-05-12
16790,1,76,0,0,0,2022-05-22
16791,1,79,0,0,0,2022-05-18
16792,2,359,0,0,0,2022-05-31
16793,2,332,0,0,0,2022-05-24
16794,1,592,0,0,0,2022-05-23
16795,1,166,0,0,0,2022-05-02
16796,1,245,0,0,0,2022-05-14
16797,8,138,0,0,0,2022-05-19
16798,1,369,0,0,0,2022-05-25
16799,1,158,0,0,0,2022-05-07
16800,1,261,0,0,0,2022-05-08
16801,1,131,0,0,0,2022-05-03
16802,1,592,0,0,0,2022-05-18
16803,1,412,0,0,0,2022-05-19
16804,2,137,0,0,0,2022-05-09
16805,1,324,0,0,0,2022-05-15
16806,1,266,0,0,0,2022-05-09
16807,1,335,0,0,0,2022-05-22
16808,2,235,0,0,0,2022-05-31
16809,2,697,0,0,0,2022-05-30
16810,2,170,0,0,0,2022-05-06
16811,2,272,0,0,0,2022-05-22
16812,17,1042,0,0,0,2022-05-22
16813,1,271,0,0,0,2022-05-04
16814,3,378,0,0,0,2022-05-02
16815,1,107,0,0,0,2022-05-10
16816,2,78,0,0,0,2022-05-09
16817,1,383,0,0,0,2022-05-26
16818,1,185,0,0,0,2022-05-28
16819,1,254,0,0,0,2022-05-27
